"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",4.30315949500956,4.05407706812567,9.34919087812179,8.13051934152466,9.26193240178479,8.53267500116362,10.8337500499483,10.596552649405,9.55900811083322,9.526729532158,12.4542493818842,15.1890072391472,15.0523570297572,17.9632133991115,17.9467049297687,17.7965816182296,22.385105056813,21.310720301358,19.4543783081048
"2",8.23811884460307,8.16839296070376,8.45742627867363,7.81060348731485,8.68629794674303,9.19726505861256,9.83737030504696,11.6630730988255,10.8747040006826,10.1625186024228,11.0210491700604,10.1346856780939,11.5831957705122,12.2465327055688,12.8171760216953,14.2770463145557,14.037278161855,16.0771949246457,17.192557107132
"3",11.0917773811884,11.1000594598953,11.2134189132107,11.4703260016668,11.4165748587889,11.0124910804379,10.210644982224,12.0219477913292,12.7385199633902,11.4680408968729,11.4834816598432,10.4507396340338,11.7227727137585,11.7071973353792,11.803978619003,12.7260456623114,14.2447874665668,12.9872319308122,12.7499327465294
"4",9.04299689338357,9.0570582492874,9.52905285947596,10.185523854991,10.8638559659419,10.2095568053674,10.5322851879527,10.8672435932362,11.7791167383338,11.5526007042992,11.1173083801317,11.6928263003265,11.6500815193175,12.0846626673627,12.4619955979892,12.0007806828182,12.4582833406653,12.6230749337295,11.9853734720838
"5",2.067387137286,2.06791185768509,3.70891273349926,5.58842025105386,7.00456222727379,8.02454881783885,9.44466430648284,8.51881804560098,9.74968196113722,10.7389203868095,10.5528499680102,11.2919173747532,10.9397120400159,8.90888476060713,10.3455531536793,10.2148128759455,11.1725609057256,12.7722451942187,12.9489801529394
"6",2.11616762509087,2.10693911081215,2.23225376255883,3.39469972241977,4.34017516562283,5.46282321239929,6.48757830724257,7.64800798325885,8.25053127021201,7.42182449362491,6.15620663680847,7.12694001755322,6.61988315465142,8.32969579457022,9.1519883397189,9.36136205128771,9.44409733480548,10.3532542635461,11.1381242490065
"7",-6.82692180580343,-6.84117778139413,-4.05574167533713,-4.23514479863621,-2.29798174909084,-0.510779001488507,0.255425739490597,2.60476769556331,3.66615166461156,3.08640755607848,3.36471044439511,3.22695555435001,5.15255010998942,5.83196262542347,7.69939690026908,8.9259874251494,7.98829732937409,7.7585810407551,8.99854689360519
"8",5.197468438099,5.18839533184933,4.00943537585589,3.0886653185178,1.1363398603538,1.43926715712233,1.28692357498336,2.50100141890355,2.46010129031213,5.06118890005161,5.16178091799959,4.73544668889971,5.49311569077129,4.80511174000408,6.29175161639957,7.0065127262897,7.51964948685615,9.44790069681147,9.72311843754281
"9",2.20559851939981,2.20172551991851,2.4355454881829,2.66946098821925,3.15629856147847,3.25566947013256,3.03206784741196,2.86314670811206,2.98528728740856,3.96837122870271,4.65835935725275,6.10379090168975,5.85997075068972,5.97355690105808,6.01914572099759,5.68474601833089,6.5630461500249,7.42010920744861,7.9437428006609
"10",5.26250908850549,5.25006830170299,3.83760677069826,3.62089742141644,4.22065599708247,3.18277549306333,3.33512033550562,2.15575665808686,2.55965474987103,0.654436961231867,1.5910200999595,2.09611658689812,2.43956814965767,3.20333353994587,2.53573560392343,3.3727758313556,3.73745557765945,4.41547847094785,4.5948625191345
"11",2.29502941370877,2.28484982729774,2.43498440598394,1.60063628501711,1.59736087082023,2.4373593648177,1.16537807363403,1.22605947858735,1.77253421458833,2.35325243451652,3.58248722429863,3.12110110223986,3.44491411068615,3.91534643050808,4.17452567099401,4.74741961666571,3.52198151338414,2.31594615212754,2.39874828543667
"12",6.32754973891202,6.31813655979399,4.45695688952206,2.68803681032615,1.82225687790559,2.06026193677794,0.227522752391391,0.871167085139262,0.920697002312813,1.93415674145234,2.65223896073133,3.11732368621373,4.07588498286858,4.94971976566524,4.18412538500976,4.37719205105604,2.77054449299206,4.004228035057,4.73454330115048
"13",4.34380990151364,4.33809992126695,4.55105602045681,3.08541301168694,2.28519578851326,1.42166682218099,1.99549740665369,2.05194211444934,2.24314189216229,1.88396796058032,2.13890596656543,2.19440285235395,1.02149833693468,0.694802233758779,1.54907714383312,2.5970084840778,3.70099692173936,2.01707958073316,2.47458490749577
"14",8.27063916980634,8.28512323299245,7.31058908223137,7.92453051910879,7.05298691958305,4.9044622278357,5.63295073432726,4.24738449608385,3.84818188829589,4.02278039887486,3.65717370533095,2.93183988567261,3.01436729959931,3.54138518091794,3.22903127679986,1.74697493374842,2.30209540199957,3.51092079764381,3.56232944404896
"15",9.20559851939982,9.22520539916876,9.5438249125681,9.27990205701728,8.69839788345318,7.62265398223037,7.9301694086756,7.39852960441366,5.11442834363598,4.27106227014762,4.09548916971572,3.12243354986425,3.3227381371462,3.43698453141578,3.98946243490084,1.20931139193489,1.51224854252468,2.30192765656605,1.72922108465246
"16",9.1893383567982,9.20035125264607,8.46744612859531,9.6657185393023,9.38784365636188,9.30169448624453,9.47481714284488,9.39197851599394,8.1965781169135,7.47071368635301,6.7345351716335,6.90563540623161,6.17327703911507,5.82103260996071,4.44548372720791,4.46639196993175,4.30377943538859,4.19296118393428,2.96399292977842
"17",7.14055786899333,7.15554480326721,7.97640387676958,7.6403719761855,7.55248116329803,8.54819636724541,8.76736739701177,8.89003163930436,8.59208655773944,9.11031478046624,8.93804177512011,9.16563249018742,8.2279586797533,7.25082871916661,6.05919450081231,6.14900997679919,5.95025947627357,6.41203061621683,6.16178881547245
"18",7.07551721858682,7.09529454059985,7.59896948416347,8.6247850899607,9.65807632037194,9.76235301282944,9.58043898890551,9.45075338644972,9.86726122362359,9.98555845950459,9.74274108642411,9.65039208643561,9.65438678764762,7.75142042980169,6.39535825680914,6.77907669308055,6.57920650358602,5.75636468223351,4.96423847104149
"19",6.9942164055787,7.01906080733466,8.05392835384582,8.51796444919633,9.52704543784671,10.014603702167,9.90045059149364,9.78964988051154,9.22466214279204,9.18999431950635,9.91240933381564,9.63433061904781,9.85178107145305,8.7423721116172,9.55621808496906,10.0766757978598,8.8879771731964,8.75639101439201,8.4888275102042
"20",7.89665542996894,7.92666069297009,7.23905251217596,7.99336566409916,8.23562945883584,8.03997665520474,7.99683647978637,8.36333646417485,9.32190134973453,9.29048257540282,8.8796664779517,8.58150170155803,9.51440035537322,9.6342930859828,9.93394857727534,9.39596950566629,7.65575361528975,7.02594263841911,5.3966974113053
"21",6.76657412915593,6.80521547366831,6.81057250227739,7.15790174409832,6.14723815252964,5.88879540889151,7.17774052092811,7.68811745493674,8.3686988335479,8.77260578812187,8.74395982931721,8.67256308316436,9.18216907717173,10.1411710608442,10.771631147791,10.6245875621802,11.046127056639,10.3273717200915,10.3475617405747
"22",1.677143234847,1.7101030923526,2.36829839420426,3.63946241080481,4.67825151925059,5.53798198663999,5.20298610498516,5.15977882125308,5.92680712345508,6.79352411208806,6.78030894282505,5.69048010547815,5.86033469788793,6.46622753901293,7.67085690926423,8.70213923041005,10.3119142097375,9.80116721450474,10.1321404828092
"23",4.76657412915595,4.75973053801406,4.76146117644101,5.1099706642783,3.24562787645151,4.4766493758561,4.16524768146471,3.31243413647277,4.81163249782234,5.34248184086741,4.58735962185885,5.31861599178777,4.39700426433839,5.54849329799311,6.57560428154941,6.73446980647951,8.12124616431156,8.20120761369783,9.71199241006419
"24",5.79909445435921,5.79081197162409,5.57396914012508,5.5209504891287,3.74408767159106,2.78606525710588,2.61591788138846,2.86766532328203,3.89445654812216,4.05776588484663,4.28658706235391,5.65791271349973,5.48638511738208,5.85866443983689,5.50671666341391,5.7878458183371,6.45926900086385,7.26279622870521,7.7627402220914
"25",6.81535461696084,6.81002787296214,5.46275891665535,5.04572153299163,3.0626401213243,2.45962219240568,1.8366943222495,2.51150460385505,1.66524474943162,2.61714572271353,3.21247896916533,3.90566277804359,4.43129672435423,5.20538009666507,5.43713348263031,5.12453616124518,5.70527217709155,6.77353063404075,7.25928827465237
"26",6.98608632427791,6.9490487689619,6.8874335091953,6.86884488172784,7.29394006296104,7.46503789636482,6.61836727061053,6.47070320737495,4.92281068485946,4.98005402492763,5.74121924156666,5.44157532656408,4.87185227474086,5.46538809566604,5.48979991627707,6.22070423072333,6.18632499096567,5.81213585042002,6.39306855788945
"27",9.09990746248929,9.06417391987668,6.90212191204363,6.89363487488071,8.30401721674406,8.57256990441849,8.68729500396907,8.20003063927133,6.67477926386768,5.9005462772394,6.38806687039207,6.78575992672295,6.94423694787629,6.28391909328957,5.69623344476114,5.9011721350701,5.74634013225861,4.86652838731443,5.89991866292301
"28",9.22185868200149,9.18484540210232,10.1215820752125,9.43784049550112,10.0133210741376,8.4726592707056,8.95716852739174,9.15933089708139,9.49899264127654,8.21586996099927,8.10348560225832,7.66415544891323,8.16808803650944,7.47425739063486,6.38859922345084,5.4652767972682,5.50603232848667,6.10672948699536,5.77172764251739
"29",7.27876925110717,7.2550959558106,8.19395233309038,8.37134656360732,8.36963318222723,9.25530966414093,9.25470950960888,9.04937219934623,8.7651641826932,7.00419411345518,6.16476874886043,6.00380889243871,6.3153772416757,5.62640143097721,6.49776176456744,6.79793253632566,5.89513838463505,6.01726010979592,4.22941655892577
"30",6.23811884460309,6.23962758504968,6.98558401165677,8.14961604484513,7.77337299467598,8.20075730243358,7.78948804867178,7.18402223119873,7.90718700189553,6.43408969863154,6.27123197419507,7.25391061275474,6.67215904482065,5.72869302591956,6.2150630939083,7.01290742194672,7.08585680510125,7.72309739674486,7.18034797141989
